Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000000003	490.017213130775	0.914520381923114	0.108570891297669	8.42325572713385	3.66164051034123e-17	2.09989753578892e-16
ENSG00000000419	817.780657499214	-0.189465128064365	0.10074363443117	-1.88066600072694	0.0600173674003165	0.08207618682396
ENSG00000000457	82.078767893562	0.330763887346168	0.213176339836575	1.55159755346084	0.120758548927054	0.155390425126542
ENSG00000000460	356.07160020304	-1.86365784018811	0.123924261116646	-15.0386843011628	4.09610300179012e-51	9.08873509286093e-50
ENSG00000001036	919.606750211436	-0.34827227924694	0.0846966582259038	-4.11199552074445	3.92253911471195e-05	8.77574819126317e-05
ENSG00000001084	529.593965301543	-0.676419368624359	0.0944997821888564	-7.15789341474402	8.19262108999173e-13	3.60277617646755e-12
ENSG00000001167	491.139791725439	-0.267745510373209	0.094886391704315	-2.82174825666844	0.00477626538748078	0.00794902463261524
ENSG00000001460	143.508716953047	-0.509915700748663	0.172868908921899	-2.94972475923382	0.00318057137316168	0.005454866997406
ENSG00000001461	650.564589656325	0.0273414731542298	0.108337718982323	0.252372612337268	0.800753067325236	0.82889854544254
ENSG00000001497	997.074671899261	-1.47870627289595	0.0875440760808246	-16.8909918191466	5.24144388784599e-64	1.67565282888199e-62
ENSG00000001617	196.782898136818	-0.396714154693293	0.145278803268806	-2.73070913145714	0.00631982218914556	0.0103134857129032
ENSG00000001629	1084.94728326167	0.028554224759421	0.104504470516576	0.273234480958324	0.784672976075173	0.815348945501921
ENSG00000001630	48.3825187312976	-1.53487652265181	0.265330627120553	-5.78476951307412	7.26118195847467e-09	2.33620636924837e-08
ENSG00000001631	428.542696499662	0.144729644790121	0.110436688859555	1.31052140628896	0.190019507455325	0.235153173148024
ENSG00000002016	64.5369530454487	1.18623194262239	0.235671817217717	5.03340601615734	4.81841096421218e-07	1.31491566896827e-06
ENSG00000002079	986.16170178502	-3.72965014038176	0.10390088220489	-35.8962316896115	3.49758670891196e-282	7.28397414893123e-279
ENSG00000002330	231.515643967941	0.432359609736856	0.159344481801832	2.71336418335816	0.00666038643017794	0.0108340898660047
ENSG00000002549	615.886245756889	-1.07954860448291	0.118633215301328	-9.09988489935858	9.04276114633222e-20	6.03596025600875e-19
ENSG00000002586	4617.65872870308	0.894314937168745	0.0786728499005579	11.3675167265347	6.06896985606569e-30	6.45320514673418e-29
ENSG00000002587	146.882808016777	-1.18373404307636	0.16348884707245	-7.24045746406047	4.47173823738752e-13	2.01014492829588e-12
ENSG00000002822	816.648188074087	-0.489046814885509	0.107368637491135	-4.55483860383239	5.24258144916595e-06	1.29646059993115e-05
ENSG00000002834	5217.03168853139	0.248058004744066	0.0668092641510459	3.71292825772252	0.000204874977073795	0.000417774152438354
ENSG00000002919	311.373501766763	-0.612117038833422	0.121366244762493	-5.04355259595698	4.5696708259623e-07	1.24984355161123e-06
ENSG00000003056	672.082228150161	-0.81931279980813	0.131298676514208	-6.24006899048575	4.37377944230904e-10	1.56162029659518e-09
ENSG00000003096	8.39755624480009	-0.536050535453222	0.573723181233937	-0.934336545893631	0.350130318305409	0.405416980163324
ENSG00000003249	487.140048090891	0.542872106897693	0.110968333435697	4.89213535149892	9.97478067505243e-07	2.65109120658002e-06
ENSG00000003393	293.254493224706	-0.322167401008009	0.116731212149782	-2.75990795499171	0.00578176490326541	0.00948852513337872
ENSG00000003400	124.92772262683	1.71120032574028	0.181612398319993	9.42226599929165	4.41456211392466e-21	3.16710071342489e-20
ENSG00000003402	144.486282749262	-0.376079876634426	0.166671357041262	-2.25641575919563	0.0240446056036048	0.0355391118817146
ENSG00000003436	633.59648443974	1.1157615348524	0.108797487075845	10.2553980320757	1.11913965370826e-24	9.50746962223719e-24
ENSG00000003509	260.40914474171	0.605954840085914	0.123753757191476	4.89645610636582	9.75804317650231e-07	2.5958531647272e-06
ENSG00000003756	367.872237234728	0.492380881733998	0.109196318616847	4.50913444675444	6.50926497090773e-06	1.59161463847522e-05
