Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000000003	490.017213130775	0.316043750671784	0.112560346788815	2.80777165039073	0.00498855860635094	0.0169914035895757
ENSG00000000419	817.780657499214	0.0749398782923744	0.101594847473188	0.737634635576887	0.460736502270141	0.597085672512589
ENSG00000000457	82.078767893562	0.296947478572321	0.219918806113803	1.35025959725635	0.176932727321822	0.297981203661913
ENSG00000000460	356.07160020304	-0.160503617935633	0.115574534530978	-1.38874552761112	0.164910144663694	0.282465055681746
ENSG00000001036	919.606750211436	0.0706688089050319	0.0851897269256488	0.829546137255607	0.406795440973377	0.547494287396502
ENSG00000001084	529.593965301543	-0.0900664306871202	0.0945489993104249	-0.952589994013713	0.340797848921146	0.483859551460989
ENSG00000001167	491.139791725439	-0.182098992864879	0.0971607377495286	-1.87420348056962	0.0609023845969993	0.130468032719332
ENSG00000001460	143.508716953047	-0.119015142581114	0.174747452653173	-0.681069399147851	0.495827578805993	0.6296867709586
ENSG00000001461	650.564589656325	0.478677725957299	0.108746777541707	4.4017646938891	1.07373970922748e-05	8.43371631525762e-05
ENSG00000001497	997.074671899261	-0.307351358606925	0.0855540213273299	-3.59248289955883	0.000327542154741527	0.00168130617317675
ENSG00000001617	196.782898136818	-0.0835876774490641	0.147404303009458	-0.567064025557659	0.570670683033726	0.69320787924689
ENSG00000001629	1084.94728326167	-0.110979815833789	0.105853514504814	-1.04842825817316	0.294441339822782	0.436615385203592
ENSG00000001630	48.3825187312976	-1.32147602160017	0.275121361156158	-4.80324761424141	1.56112631106879e-06	1.5253417803459e-05
ENSG00000001631	428.542696499662	0.135241854113854	0.112955853830584	1.19729832078199	0.231190298715053	0.363530598065801
ENSG00000002016	64.5369530454487	0.76095315960032	0.246364956344716	3.08872321327871	0.00201018623254299	0.00790944531660236
ENSG00000002079	986.16170178502	-0.612515026758472	0.0850875770617913	-7.19864224496201	6.08150816166894e-13	1.74177261258958e-11
ENSG00000002330	231.515643967941	0.356553364919293	0.162704280407779	2.19141969729179	0.0284214349970333	0.070977685299724
ENSG00000002549	615.886245756889	-0.186382291183329	0.117554560473038	-1.58549604909694	0.112853673875557	0.210501571281834
ENSG00000002586	4617.65872870308	0.2850130769901	0.0792747073060402	3.59525864775264	0.000324069447366466	0.00166495699950432
ENSG00000002587	146.882808016777	-0.520422186736565	0.162785114546481	-3.19698879216605	0.00138870322257136	0.00576931193463817
ENSG00000002822	816.648188074087	-0.175258661157165	0.10810978532985	-1.62111746519928	0.10499244900114	0.199481066004455
ENSG00000002834	5217.03168853139	0.0341354408862792	0.0672663767119761	0.50746662084152	0.611827451248022	0.728082104245375
ENSG00000002919	311.373501766763	-0.455793534032732	0.12412159946541	-3.67215324323752	0.00024051537918143	0.00128511956836977
ENSG00000003056	672.082228150161	-0.579593607947778	0.132353572258847	-4.37913082401925	1.19153589264526e-05	9.26905562592459e-05
ENSG00000003096	8.39755624480009	-0.537514732567182	0.605701755753565	-0.887424755601788	0.37485026025941	0.517428945560238
ENSG00000003249	487.140048090891	0.337874157515604	0.113664229907642	2.97256364460608	0.00295323975074132	0.0109743382835348
ENSG00000003393	293.254493224706	-0.106499504642611	0.11906231444372	-0.894485422530168	0.371062225897681	0.513269297764152
ENSG00000003400	124.92772262683	0.771023372571749	0.192224035643215	4.01106641004477	6.04451034308857e-05	0.00039110906250131
ENSG00000003402	144.486282749262	-0.451516342544994	0.173260255605509	-2.60600067203547	0.00916062819020729	0.0282452702531392
ENSG00000003436	633.59648443974	0.438569804394341	0.112016948220729	3.91520936215958	9.0325793495105e-05	0.000551873184229522
ENSG00000003509	260.40914474171	0.343240144147435	0.12841906808028	2.67281291850569	0.0075218185585499	0.0239312682118159
ENSG00000003756	367.872237234728	-0.001960414989797	0.114371897080841	-0.01714070536411	0.986324365490838	0.991698503353709
ENSG00000003987	14.3571429298899	-0.179597387834666	0.4646842308744	-0.386493398961948	0.699131290422044	0.794218320037691
ENSG00000004059	1725.76794420365	0.365369872928203	0.095421303509361	3.82901783449605	0.000128655684323581	0.000748743665974207
ENSG00000004142	1463.45616002879	-0.153739200699527	0.0873711453283317	-1.7596106829296	0.0784738389625935	0.158799503664171
ENSG00000004399	346.82866343898	-0.309337962102145	0.119176553962554	-2.59562767857292	0.00944183158370411	0.0289409211159038
ENSG00000004455	1944.76603513729	-0.058127381495077	0.0747253244193667	-0.777880617404345	0.436639395845001	0.575318972580299
ENSG00000004478	1778.6486190286	-0.49875106859271	0.0695547648214605	-7.17062403809357	7.46566686740973e-13	2.11740256017703e-11
ENSG00000004487	2820.10235390971	-0.0622199762278275	0.0672444590822266	-0.925280343942463	0.354820100466313	0.496767900187809
ENSG00000004534	521.908998375899	-0.513101599535868	0.10198858561292	-5.03097083317989	4.88002391176394e-07	5.25413505064215e-06
ENSG00000004660	106.552645794252	-1.20382159341525	0.182619888422141	-6.59195229948074	4.34080076442937e-11	9.5301496300981e-10
ENSG00000004700	417.951190855183	-0.245587266140619	0.151997499339368	-1.61573227986001	0.106152208665453	0.200998428097801
ENSG00000004766	280.758467024887	0.0424087254788754	0.133713813852055	0.317160390966021	0.751121902972682	0.834656231537141
ENSG00000004776	10.0523913253422	1.8089247827971	0.648063973037889	2.79127502539219	0.00525008411024779	0.0177248092077796
ENSG00000004777	229.454010920436	0.117382671809253	0.176653952359628	0.664478038794673	0.506384400213246	0.63919575602292
ENSG00000004779	696.567630071199	0.0719731981120109	0.0909433281096401	0.791407128021981	0.428706451782085	0.56789483453696
