Gene	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10	Sample_11	Sample_12
ENSG00000002079	1493.82158066163	1413.9437963044	1456.98217785935	1438.39576464597	1434.91914469233	1402.77984975829	1028.60730018034	882.151978335695	950.995277916811	104.817214827037	124.133046953632	102.393289284754
ENSG00000002330	181.035626503975	189.632026327497	215.414031672754	254.512690785076	171.824712867616	229.903446016477	275.354335183411	211.171516049471	262.038946546737	305.655794285835	256.379364949985	225.26523642646
ENSG00000002549	658.614273109552	802.380511398223	740.240945202736	735.160350734591	659.880014310739	821.259368657789	606.309064971165	688.010423257955	635.959690495453	299.791894155651	407.286206344597	335.742206444221
ENSG00000002586	3694.01529909337	3608.93450104518	3385.91691601992	4121.86406539732	3778.31576061024	3894.83485016149	4702.20480082441	4024.17977762017	4316.28197345525	7159.08907143825	6389.20094614282	6337.06678262856
ENSG00000002587	225.461547118447	206.224828631153	207.580794157381	155.190665112851	133.438340844	109.419287141532	120.467521642742	146.457664356891	176.65546958207	98.9533146968531	88.4346543656594	94.3096085517474
ENSG00000002822	902.95683648915	920.900527852909	920.405408056312	908.087091860339	869.177137963315	886.419168865667	844.596470418348	663.316979848944	926.459796030412	688.275277780334	677.458132067207	591.725429656107
ENSG00000002834	5290.01649716829	4909.09908155309	4772.39995624092	4999.79982803574	4681.30946440389	4815.67806442	4993.44496303763	5143.04821346293	5202.50357919197	6151.96422407917	5994.08464636231	5651.0317444207
ENSG00000002919	366.513845069397	382.819653148635	401.453422662859	357.38193165988	308.004937427589	336.863872772806	238.287405447183	316.757274074207	275.778816403121	247.749780500269	270.983252826883	233.887829208334
ENSG00000003056	855.198971828592	858.084919131925	853.822889175643	759.104053352002	772.297246665616	800.359055383563	422.298235209174	710.149372521206	576.09311469264	477.174873093714	550.891103800759	429.512902947101
ENSG00000003096	7.77453610753266	11.8520016454686	7.83323751537287	13.3020570096729	11.8814961025479	9.83544154081184	5.29527567660406	7.6634824372792	5.88851565273567	5.1309126139109	8.92459814699315	5.38912048867128
ENSG00000003249	419.824949806763	374.523251996807	413.203278935919	478.874052348226	424.991975975753	453.659741069946	476.574810894365	522.819801832159	522.115054542563	671.416564906055	559.00437484348	528.672719938653
ENSG00000003393	329.862460562457	324.744845085839	321.162738130288	276.682785801197	300.693247518329	279.080653720536	280.649610860015	301.430309199649	322.886941625006	233.823017691083	285.587140703781	262.450167798291
ENSG00000003400	78.8560090906884	61.6304085564366	66.5825188806694	71.8311078522339	104.191581206959	77.4541021338932	133.705710834253	117.506730704948	105.993281749242	223.561192463261	225.548934987645	232.271093061732
ENSG00000003402	161.043962227462	161.187222378373	166.456297201673	172.039937325103	160.857178003726	181.955668505019	95.3149621788731	148.160660454065	108.93753957561	119.476965152497	146.850205873251	111.554794115496
ENSG00000003436	423.156893852849	432.598060059603	469.994250922372	514.34620437402	575.795580354246	536.031563974245	649.995089303148	567.097700358661	577.074533968096	925.763233052781	843.780188442989	1087.52451461386
ENSG00000003509	234.346731241341	207.4100287957	201.705866020851	203.078070347674	229.404270903041	245.886038520296	266.087602749354	281.845854082157	271.853139301297	312.252681932292	321.285533291753	349.753919714766
ENSG00000003756	322.087924454924	356.745249528604	305.496263099542	345.853482251496	326.28416220074	376.205638936053	334.926186545207	330.381242851592	322.886941625006	452.986285056705	501.400150440161	439.213319826709
ENSG00000003987	13.3277761843417	15.4076021391092	21.5414031672754	13.3020570096729	20.1071472504657	11.0648717334133	14.5620081106612	9.36647853445236	19.6283855091189	8.06286267900285	12.9812336683537	12.9338891728111
ENSG00000004059	1371.65029897183	1338.0909857734	1315.98390258264	1513.77408770078	1432.17726097636	1412.6152912991	1726.25987057292	1658.71819864665	1804.83004756348	2787.55152438617	2186.52654601332	2161.03731595718
ENSG00000004142	1682.63174327314	1700.76223612474	1707.64577835129	1675.17237941815	1616.79743118518	1617.93013346355	1359.56202996809	1652.75771230655	1554.56813232222	1081.15658650265	1004.42295508887	908.066802341111
ENSG00000004399	390.948101407356	401.782855781385	368.162163222525	327.230602437954	375.638069088246	360.223046432234	295.211618970676	326.975250657246	315.035587421359	335.708282453028	372.399140860896	292.629242534851
ENSG00000004455	2108.00993315671	2204.47230605716	2306.88844827731	2234.74557762505	2153.29267827715	2233.87465995689	2278.2923598589	2076.80374050266	2001.11390265467	1246.07877766408	1202.38676853126	1291.23326908564
ENSG00000004478	2400.11036119687	2403.58593370103	2314.72168579268	2103.49861512961	2054.58486450214	2017.49494605903	1736.85042192613	1643.3912337721	1665.46851044874	1022.51758520082	1028.76276821703	952.796502397082
ENSG00000004487	2952.10242483169	3139.59523588463	2970.75532770516	2938.86779533708	3086.44710294649	3131.35870055597	2831.64866806402	2924.04429884631	2924.62944085872	2275.92623802762	2425.05671466932	2240.79629918952
ENSG00000004534	654.171681048105	628.156087209835	640.367166881732	595.932154033348	571.225774160959	602.420794374725	479.222448732667	393.392098446999	479.914025697957	384.818446043318	404.85222503178	428.435078849367
ENSG00000004660	162.154610242824	141.038819581076	156.664750307457	133.020570096729	136.180224559973	137.696181571366	59.5718513617957	70.674338032686	67.7179300064602	60.8379638506578	80.3213833229384	72.7531265970623
ENSG00000004700	478.689294620939	535.71047437518	532.660151045355	478.874052348226	456.980619328767	523.73726204823	312.42126491964	569.652194504421	413.177514966953	205.969492072709	264.492635992706	243.049334039075
ENSG00000004766	290.989780024794	259.558836035762	321.162738130288	281.116804804421	275.102332835918	327.028431231994	274.03051626426	307.390795539755	308.165652493167	203.037542007617	254.756710741441	266.761464189228
ENSG00000004776	6.66388809217085	3.55560049364057	1.95830937884322	16.8492722122524	9.13961238657534	7.37658115560888	17.2096459489632	9.36647853445236	19.6283855091189	10.2618252278218	7.30194393844894	11.3171530262097
ENSG00000004777	270.998115748281	244.151233896653	234.997125461186	269.588355396038	287.897790177123	242.197747942492	239.611224366334	197.547547272086	378.827840325995	144.398540705778	124.133046953632	119.099562799635
ENSG00000004779	779.674906783989	720.60170004449	734.366017066206	806.991458586825	769.555362949643	714.29894190146	746.633870401173	806.368652011489	794.949613119316	499.897486098176	463.267776539372	522.205775352247
ENSG00000004838	48.8685126759195	54.5192075691555	62.6659001229829	81.5859496593274	55.7516355581095	74.9952417486903	87.372048663967	86.852800955831	69.6807685573721	77.6966767249365	77.0760749058499	71.675302499328
ENSG00000004864	781.896202814713	784.60250893002	763.740657748855	705.895825313311	785.092704006821	815.112217694781	488.489181166725	616.484587176682	564.316083387169	291.729031476648	354.54994456691	336.281118493088
ENSG00000004866	412.050413699231	475.26526598329	389.7035663898	372.457596270842	408.540673679918	382.35278989906	389.202762230398	331.232740900179	338.589650032301	331.31035735539	311.549608040488	342.748063079493
ENSG00000004897	1703.73405556501	1660.46543053015	1738.97872841278	1558.11427773302	1593.03443898008	1770.37947734613	1547.54431648754	1660.42119474383	1546.71677811857	977.07235919189	1027.95144111276	1165.6667616996
ENSG00000004961	523.115215235411	557.044077337023	569.868029243376	470.006014341777	466.120231715342	511.442960122216	465.984259541157	450.4424677023	401.400483661482	274.137331086097	296.134393059318	289.934682290515
ENSG00000004975	485.35318271311	559.414477666117	481.744107195431	542.723925994656	538.323169569287	570.455609367087	473.927173056063	602.009120350711	614.368466435422	734.453491305532	712.345197550908	606.814967024386
ENSG00000005001	439.816614083276	373.33805183226	334.87090378219	238.550222373468	217.522774800493	212.691423320056	187.982286519444	194.14155507774	222.7821755285	518.955161521274	462.4564494351	406.878596894682
ENSG00000005007	2605.5802440388	2428.47513715651	2312.76337641384	2166.4616849754	2155.12060075446	2150.27340685999	1695.81203543245	1737.90751716521	2005.0395797565	1522.41507129899	1426.31304931036	1252.43160156721
ENSG00000005020	793.002682968331	713.490499057209	808.781773462249	799.010224381021	829.876804701041	778.229311916737	774.434067703344	872.785499801243	753.730003550166	1056.23501094937	1164.25439463047	1271.83243532642
ENSG00000005022	6697.2075326317	6914.45775996637	7243.78639234106	7053.63743032924	6265.20429099739	6554.09235675849	6428.46467139733	7006.12594377036	6488.16283003925	2935.61500267331	3232.32718342007	3111.6781701588
ENSG00000005059	533.111047373668	566.525678653398	528.743532287669	601.252976837217	617.837797332493	606.10908495253	734.719500128813	647.138516925799	583.944468896288	480.839810675079	424.324075534311	494.182348811156
ENSG00000005073	102.179617413286	116.149616125592	101.832087699847	66.5102850483647	70.3750153766301	65.1598002078784	84.724410825665	65.5653497411665	78.5135420364756	46.1782135251981	41.3776823178773	40.4184036650346
ENSG00000005075	563.098543788437	497.78406910968	873.405982964075	505.478166367572	546.548820717205	491.772077040592	1236.44687048705	516.007817443466	1124.70648967251	1361.89080523521	616.608599246799	1164.58893760186
ENSG00000005100	619.741592571889	602.081683589804	618.825763714457	474.440033345002	487.141340204465	462.265752418156	341.545281140962	394.243596495586	337.608230756845	230.891067625991	272.605907035427	244.127158136809
ENSG00000005156	255.449043533216	282.077639162152	233.038816082343	257.17310218701	253.167263108137	259.409770638912	153.562994621518	200.102041417846	147.212891318392	80.6286267900285	104.661196451102	69.5196543038595
ENSG00000005175	574.205023942055	578.377680298867	567.909719864533	538.289906991432	553.860510626465	587.667632063507	651.318908222299	592.642641816258	514.263700338915	495.499561000539	419.456112908678	568.013299505953
ENSG00000005187	12.2171281689799	3.55560049364057	0	9.75484180709349	9.13961238657534	12.2943019260148	19.8572837872652	6.81198438869262	9.81419275455946	13.1937752929137	18.6605233982584	14.5506253194125
ENSG00000005189	144.384241997035	154.076021391092	186.039390990106	161.398291717365	154.459449333123	165.9730760012	161.505908136424	151.566652648411	170.766953929335	73.2987516272986	90.0573085742036	84.6091916721391
ENSG00000005194	541.996231496562	619.859686058007	548.326626076101	450.49633072759	463.37834799937	516.360680892622	464.660440622006	462.363440382512	396.493387284202	236.754967756174	223.926280779101	224.726324377592
ENSG00000005206	413.161061714593	457.487263515087	426.911444587821	504.591362566927	446.013084464876	463.495182610758	398.469494664456	393.392098446999	472.06267149431	426.598734470878	415.399477387318	381.01081854906
ENSG00000005238	74.4134170292411	67.5564093791709	46.9994250922372	47.8874052348226	48.4399456488493	44.2594869336533	74.1338594724568	82.5953107128981	79.4949613119316	146.597503254597	146.038878768979	135.266924265649
ENSG00000005243	229.904139179894	239.410433238465	233.038816082343	240.323829974758	225.748425948411	275.392363142731	329.630910868603	297.172818956716	340.552488583213	401.677158917596	335.889421168651	389.094499282066
ENSG00000005302	304.317556209135	325.930045250386	327.037666266817	309.494526425057	315.316627336849	295.063246224355	360.078746009076	356.777682357776	316.017006696814	249.215755532815	294.511738850774	278.617529264305
ENSG00000005339	517.561975158603	443.264861540525	434.744682103194	543.610729795301	570.311812922301	511.442960122216	403.76477034106	508.344335006187	441.638673955175	395.813258787412	458.399813913739	413.884453529954
ENSG00000005436	249.895803456407	274.966438174871	332.912594403347	243.871045177337	286.069867699808	275.392363142731	222.401578417371	223.94398677827	198.246693642101	184.712854100792	199.586467650938	264.60581599376
ENSG00000005448	340.968940716075	350.81924870587	313.329500614915	393.740887486319	350.961115644493	343.011023735813	373.316935200586	367.847156989402	366.069389745068	269.006418472186	277.47386966106	250.594102723215
ENSG00000005469	181.035626503975	193.187626821138	215.414031672754	201.304462746384	202.899394981972	232.36230640168	244.906500042938	251.191924333041	254.18759234309	213.299367235439	274.228561243971	277.539705166571
ENSG00000005483	526.447159281497	512.006471084243	530.701841666512	541.837122194011	590.418960172767	592.585352833913	640.728356869091	614.781591079509	615.349885710878	763.040004440178	746.420935930336	813.757193789363
ENSG00000005486	570.873079895969	647.119289842585	522.868604151139	601.252976837217	554.774471865123	607.338515145131	643.375994707393	601.157622302124	642.829625423644	581.259100404478	537.909870132405	494.721260860024
ENSG00000005700	383.173565299824	386.375253642276	401.453422662859	367.136773466973	415.852363589178	393.417661632474	341.545281140962	396.798090641345	374.902163224171	362.095833038855	398.361608197603	425.740518605031
ENSG00000005801	195.474050703678	210.965629289341	223.247269188127	185.341994334776	215.694852323178	199.16769120144	266.087602749354	164.33912337721	201.190951468469	247.749780500269	227.171589196189	303.94639556106
ENSG00000005810	464.250870421236	513.19167124879	485.660725953118	443.401900322431	518.216022318822	523.73726204823	405.088589260211	372.956145280921	327.794038002286	312.252681932292	374.833122173712	330.353085955549
ENSG00000005812	947.382757103622	971.864134928424	1094.69494277336	1284.97870713441	1379.16750913422	1385.56782706187	973.006905575996	1147.81936949471	1056.98855966605	1010.78978494045	1215.36800219961	1248.65921722514
ENSG00000005882	211.023122918743	199.113627643872	215.414031672754	237.663418572823	251.339340630822	274.16293295013	263.439964911052	315.90577602562	334.663972930477	355.498945392398	429.192038159943	308.257691951997
ENSG00000005884	6576.14689895726	6391.78448740121	6262.67339354061	5497.2967601975	5307.3729128843	5229.9960393267	3805.97939255917	4291.55016487635	4406.5725467972	4899.28855876864	5031.85070069559	4039.14580625913
ENSG00000005889	466.472166451959	503.710069932415	612.950835577927	576.422470419161	567.569929206328	615.944526493341	517.613197388047	458.957448188166	473.044090769766	488.169685837809	563.061010364841	559.390706724079
ENSG00000005893	1200.61050460611	1079.71734990219	1143.65267724444	1149.29772563574	1223.79409856244	1190.08842643823	1178.1988380444	1423.70473723676	1252.29099548179	1840.53165336147	1882.27888191128	1859.24656859159
ENSG00000005955	911.842020612044	914.974527030174	892.989076752507	733.386743133301	928.584618476054	866.748285784043	648.671270383997	639.47503448852	668.346526585499	732.254528756713	687.194057318473	848.24756491686
ENSG00000005961	16.6597202304271	21.3336029618434	13.7081656519025	13.3020570096729	21.0211084891233	15.9825925038192	26.4763783830203	17.0299609717316	22.5726433354867	51.309126139109	60.0382057161357	43.6518759582374
ENSG00000006007	811.883699229482	871.122120941941	844.031342281427	795.463009178442	864.607331770027	902.401761369486	823.415367711931	966.450285145766	754.711422825622	818.747055676925	871.36530998824	792.739623883545
ENSG00000006015	284.325891932623	252.447635048481	240.872053597716	351.174305055366	257.737069301424	275.392363142731	364.050202766529	301.430309199649	341.533907858669	308.587744350927	269.360598618339	248.977366576613
ENSG00000006025	162.154610242824	130.372018100154	93.9988501844744	190.662817138645	175.480557822246	169.661366579004	326.983273030301	251.191924333041	348.403842786861	741.783366468262	793.477907978118	570.707859750289
ENSG00000006042	35.5407364915779	29.6300041136715	19.5830937884322	38.1325634277291	33.8165658303287	34.4240453928414	23.8287405447183	33.2084238948765	25.5169011618546	29.3195006509194	41.3776823178773	32.3347229320277
ENSG00000006062	483.131886682386	513.19167124879	442.577919618567	323.683387235375	306.177014950274	324.569570846791	350.812013575019	370.401651135161	360.180874092332	299.791894155651	306.681645414856	246.282806332278
ENSG00000006114	273.219411779005	258.373635871215	266.330075522677	227.021772965085	245.855573198877	242.197747942492	198.572837872652	257.152410673147	260.076107995826	262.409530825729	318.851551978937	298.018363023522
ENSG00000006118	629.737424710145	566.525678653398	534.618460424198	631.404306059142	564.828045490356	529.884413011238	492.460637924178	470.026922819791	626.145497740893	1084.82152408402	971.969870917981	755.554692511714
ENSG00000006125	3786.1990843684	3805.67772835996	3961.65987339983	3494.8937783414	3764.60634203038	3925.57060497653	3723.90261957181	4684.94226332335	3328.97418234657	2525.87498107671	3061.13716441865	2509.17449952535
ENSG00000006194	261.002283610025	248.89203455484	283.954859932266	255.39949458572	213.866929845863	249.5743290981	214.458664902464	213.726010195231	193.339597264821	191.309741747249	199.586467650938	161.134702611271
ENSG00000006282	479.799942636301	506.080470261508	481.744107195431	525.874653782404	531.011479660027	532.343273396441	550.708670366822	516.859315492053	545.669117153506	1015.18771003809	1014.15888034013	891.899440875097
ENSG00000006327	2526.72423494811	2397.65993287829	2299.05521076194	1883.57127256969	1602.17405136666	1571.21178614469	1581.96360838546	1469.68563186043	1544.75393956766	1063.5648861121	791.855253769574	802.978952812021
ENSG00000006432	625.294832648698	615.118885399819	642.325476260575	255.39949458572	252.253301869479	279.080653720536	242.258862204636	314.202779928447	275.778816403121	331.31035735539	347.248000628461	307.179867854263
ENSG00000006451	1410.5229795095	1441.20340008898	1611.68861878797	1331.09250476794	1433.09122221501	1514.65799728502	1525.03939486197	1669.78767327828	1402.44814462655	1398.54018104886	1435.23764745735	1604.34116947744
ENSG00000006453	807.441107168034	836.751316170082	783.323751537287	707.6694329146	722.029378539452	656.51572284919	602.337608213712	555.176727678449	582.963049620832	640.63108922259	709.099889133819	632.143833321141
ENSG00000006459	24.4342563379598	22.5188031263903	15.6664750307457	23.9437026174113	21.9350697277808	15.9825925038192	22.5049216255673	28.9509336519437	21.5912240600308	53.508088687928	43.0003365264215	51.7355566912443
ENSG00000006530	373.177733161567	388.745653971369	374.037091359054	360.929146862459	403.97086748663	392.188231439872	377.288391958039	310.796787734101	373.920743948715	372.357658266677	344.002692211372	364.843457083046
ENSG00000006534	436.48467003719	424.301658907775	374.037091359054	551.591964001105	497.194913829698	505.295809159208	601.013789294561	609.67260278799	677.179300064602	1801.683314999	1814.12740515243	1557.455821226
ENSG00000006555	256.559691548578	253.632835213028	215.414031672754	237.663418572823	235.801999573644	218.838574283063	238.287405447183	277.588363839224	257.131850169458	263.875505858275	265.303963096978	243.049334039075
ENSG00000006576	840.760547628889	864.01091995466	1002.65440196773	792.802597776507	771.383285426958	828.635949813397	816.796273116176	1078.84802755919	848.927673269393	789.427555026006	891.648487595043	1017.46594826114
ENSG00000006607	94.4050813057537	122.075616948326	90.082231426788	94.0012028683554	81.3425502405205	65.1598002078784	43.6860243319835	79.1893185185518	58.8851565273567	54.9740637204739	60.0382057161357	44.1907880071045
ENSG00000006625	1533.80490921466	1589.35342065734	1631.2717125764	1568.75592334076	1689.00036903912	1593.34152961152	1895.70869222425	1393.90230553623	1664.48709117328	701.469053073248	625.533197393793	800.823304616552
ENSG00000006634	831.875363505994	775.120907613645	779.4071327796	838.91639541004	836.274533371643	810.194496924375	740.014775805418	672.683458383397	785.135420364756	326.179444741479	273.417234139699	366.999105278514
ENSG00000006652	855.198971828592	839.121716499176	822.489939114151	770.632502760386	788.748548961452	713.069511708858	696.328751473434	604.56361449647	625.164078465437	538.745824460645	530.607926193956	612.742999561925
ENSG00000006695	191.031458642231	178.965224846576	195.830937884322	205.738481749608	184.620170208822	201.626551586643	161.505908136424	168.596613620142	147.212891318392	164.189203645149	158.20878533306	154.128845975999
ENSG00000006704	513.119383097155	516.74727174243	513.077057256923	507.251773968861	526.441673466739	485.624926077585	538.794300094463	452.145463799473	517.207958165283	831.940830969839	723.703777010717	686.035038207854
ENSG00000006712	2013.60485185096	1956.76547166686	1750.72858468584	2038.76193768254	1928.4582135674	1904.38736833969	2292.85436796956	1688.52063034718	2054.11054352929	1414.66590640686	1291.63275000119	1355.90271494969
ENSG00000006715	529.779103327582	503.710069932415	573.784648001063	515.233008174665	567.569929206328	553.243586670666	493.784456843329	619.890579371029	510.338023237092	729.322578691621	890.025833386499	811.601545593895
ENSG00000006740	14.4384241997035	11.8520016454686	17.624784409589	9.75484180709349	9.13961238657534	11.0648717334133	5.29527567660406	9.36647853445236	6.86993492819162	6.59688764645687	7.30194393844894	7.00585663527267
ENSG00000006744	1407.19103546341	1330.97978478612	1341.4419245076	1158.16576364219	1327.07171853074	1304.42543435017	1000.80710287817	1013.28267781803	1039.32301270785	537.279849428099	585.77816928446	461.308713830262
ENSG00000006756	249.895803456407	214.521229782981	254.580219249618	237.663418572823	220.264658516466	231.132876209078	221.07775949822	237.567955555655	193.339597264821	498.431511065631	546.834468279398	473.703690954206
ENSG00000006757	304.317556209135	303.411242123996	317.246119372601	327.230602437954	299.779286279671	288.916095261348	395.821856826154	367.847156989402	391.586290906922	395.813258787412	382.946393216433	395.022531819605
ENSG00000006831	1558.23916555262	1610.68702361918	1660.64635325905	1506.67965729562	1441.31687336293	1488.83996324039	1366.18112456385	1550.57794647616	1290.56634722457	1201.36653917142	1285.95346027129	1280.4550281083
ENSG00000006837	11.1064801536181	9.48160131637487	1.95830937884322	13.3020570096729	17.3652635344931	15.9825925038192	19.8572837872652	28.0994356033571	23.5540626109427	54.9740637204739	45.4343178392379	53.8912048867128
ENSG00000007038	178.814330473251	175.409624352935	178.206153474733	172.926741125748	171.824712867616	145.072762726975	158.858270298122	155.824142891344	165.859857552055	182.513891551974	192.284523712489	175.685327930684
ENSG00000007047	565.31983981916	521.488072400618	448.452847755097	524.987849981759	483.485495249835	449.971450492142	545.413394690218	496.423362325975	648.71814107638	943.354933443333	836.47824450454	818.0684901803
ENSG00000007080	1670.41461510416	1579.87181934096	1529.43962487655	1731.04101885877	1627.76496604907	1551.54090306307	1992.34747332228	1369.20886212722	1939.28448830095	1104.61218702339	894.082468907859	987.286873524579
ENSG00000007168	1879.21644199218	1952.02467100868	2003.35049455661	1676.94598701944	1704.5377100963	1799.88580196857	1464.14372458102	1874.99870298764	1418.15085303384	1100.21426192575	1345.18033888315	1180.21738701901
ENSG00000007202	1556.01786952189	1617.79822460646	1541.18948114961	1353.26259978406	1359.06036188375	1525.72286901844	1146.42718398478	1607.62831573146	1131.57642460071	551.939599753558	748.043590138881	565.857651310484
ENSG00000007255	76.6347130599648	87.7048121764675	111.623634594063	97.5484180709349	101.449697490986	109.419287141532	112.524608127836	104.734259976149	117.770313054713	449.32134747534	361.851888505359	341.131326932892
ENSG00000007341	234.346731241341	210.965629289341	223.247269188127	224.36136156315	224.834464709753	232.36230640168	305.802170323885	233.310465312722	251.243334516722	213.299367235439	207.699738693659	251.671926820949
ENSG00000007372	17.7703682457889	11.8520016454686	19.5830937884322	15.9624684116075	14.6233798185205	20.9003132742252	22.5049216255673	22.138949263251	14.7212891318392	17.5917003905517	19.4718505025305	32.8736349808948
ENSG00000007376	410.939765683869	385.190053477729	411.244969557076	372.457596270842	308.004937427589	343.011023735813	292.563981132374	343.153713580391	372.939324673259	304.189819253289	259.624673367074	215.564819546851
ENSG00000007384	228.793491164532	244.151233896653	252.621909870775	213.719715955412	220.264658516466	202.855981779244	217.106302740766	208.617021903712	271.853139301297	334.975294936755	307.492972519128	271.072760580165
ENSG00000007392	275.440707809728	280.892438997605	274.16331303805	255.39949458572	225.748425948411	205.314842164447	315.068902757942	207.765523855125	307.184233217711	239.686917821266	224.737607883373	258.138871407354
ENSG00000007402	3.33194404608542	3.55560049364057	3.91661875768643	5.32082280386918	4.56980619328767	4.91772077040592	13.2381891915102	7.6634824372792	13.7398698563832	37.3823633299223	36.5097196922447	27.4845144922235
ENSG00000007516	1.11064801536181	4.74080065818743	0	7.98123420580376	5.4837674319452	6.1471509630074	7.94291351490609	6.81198438869262	7.85135420364756	23.4556005207356	15.41521498117	9.16150483074118
ENSG00000007520	404.275877591698	394.671654794104	342.704141297563	492.176109357899	392.089371384082	440.13600895133	481.87008657097	431.709510633395	439.675835404264	400.21118388505	407.286206344597	329.814173906682
ENSG00000007541	520.893919204688	478.820866476931	479.785797816588	518.780223377245	477.087766579233	504.066378966607	460.688983864553	457.254452090992	485.802541350693	455.918235121797	430.003365264215	360.532160692109
ENSG00000007545	95.5157293211155	87.7048121764675	140.998275276712	100.208829472869	125.212689696082	135.237321186163	124.438978400195	100.476769733216	127.584505809273	151.728415868508	133.057645100625	151.97319778053
ENSG00000007866	516.451327143241	533.340074046086	516.993676014609	548.93155259917	523.699789750767	502.836948774005	655.290364979753	569.652194504421	800.838128772052	794.558467639917	676.646804962935	687.651774354455
ENSG00000007923	717.478617923728	677.934494120803	795.073607810346	595.932154033348	568.483890444986	595.044213219116	341.545281140962	418.08554185601	436.731577577896	208.168454621528	262.869981784162	200.475282178572
ENSG00000007944	62.1962888602612	75.8528105309989	74.4157563960422	101.095633273514	146.233798185205	118.025298489742	123.115159481044	126.021711190814	125.621667258361	166.388166193968	162.265420854421	149.278637536194
ENSG00000007968	405.38652560706	450.376062527806	473.910869680059	547.15794499788	568.483890444986	571.685039559688	338.89764330266	338.044725288871	308.165652493167	62.3039388832038	71.3967851759452	67.364006108391
ENSG00000008018	1578.23082982913	1739.87384155479	1744.85365654931	1762.07915188134	1710.9354387669	1873.65161352466	2179.00594092257	2052.96179514224	1914.74900641455	1322.30947935647	1148.02785254503	1249.198129274
ENSG00000008083	397.611989499527	414.8200575914	348.579069434093	405.269336894702	475.259844101918	447.512590106939	452.746070349647	429.155016487635	422.010288446057	591.5209256323	550.891103800759	597.653462193645
ENSG00000008128	550.881415619457	591.414882108882	473.910869680059	501.044147364347	610.526107423232	538.490424359448	558.651583881728	440.224491119261	592.777242375391	510.892298842271	460.022468122283	517.355566912443
ENSG00000008130	1283.90910575825	1307.27578149518	1212.19350550395	1331.97930856858	1274.0619666886	1278.60740030554	1269.54234346582	1190.39427192404	1233.64402924812	966.810533964069	898.950431533492	841.780620330454
